location,reviewer_name,is_local_guide,contributor_info,rating,time,text,likes,has_photo,owner_response
Batam Centre Ferry Terminal (A),House Rent Bukit Indah Sukajadi Batam,True,Local Guide · 312 ulasan · 3.647 foto,4 bintang,2 tahun lalu,"Terminal Ferry utk ke Singapore maupun Malaysia. Lokasi di Batam Center dimana Batam Center adalah tengahnya kota Batam  yg mudah dicapai dari penjuru Batam. Dekat juga dgn Mall dan Hotel.
Terminal ini sdh cukup tua, sdh perlu renovasi. Tempat parkir juga terbatas, karena banyak yang parkir inap kalau Penumpang menyeberang utk balik hari ataupun beberapa hari, terutama pd saat high season.",1,False,
Batam Centre Ferry Terminal (A),27 Furniture,False,4 ulasan,1 bintang,2 tahun lalu,Immigration officer Cardini he is very rude,0,False,
Batam Centre Ferry Terminal (A),Filanti Laura,True,Local Guide · 430 ulasan · 1.051 foto,5 bintang,6 tahun lalu,Ramai .. banyak orang jualan sovenir ..,0,False,
Batam Centre Ferry Terminal (A),Timotius Aswin Wijaya,True,Local Guide · 710 ulasan · 1.699 foto,3 bintang,Diedit 7 tahun lalu,"Cukup nyaman. Tapi petugas imigrasi kurang ramah. Padahal kami-kami WNI ini juga yang gaji mereka melalui pajak kami.

Mohon lebih manusiawi lagi dalam melayani warga negara yang akan menyebrang ke negara lain.

Follow my IG: @mottzhy",1,True,
Batam Centre Ferry Terminal (A),D Nofrita V W,True,Local Guide · 65 ulasan · 1.159 foto,5 bintang,9 tahun lalu,Have bridge to Mega mall Batam Centre,1,False,
Batam Centre Ferry Terminal (A),ANDRIA OFFICIAL,True,Local Guide · 58 ulasan · 315 foto,4 bintang,7 tahun lalu,Pelabuhan yang sllu ramai setiap hari,0,True,
Batam Centre Ferry Terminal (A),yosefin Tobing,True,Local Guide · 162 ulasan · 90 foto,5 bintang,4 tahun lalu,Terjaga,0,True,
Batam Centre Ferry Terminal (A),Arshad Md Ariffin,True,Local Guide · 463 ulasan · 2.328 foto,3 bintang,7 tahun lalu,One of the ferry terminal in Batam. Has some shops that sell various things. But not much though. A bit busy. Take taxi to get to your destination..,0,False,
Batam Centre Ferry Terminal (A),Eveline Soeyandani,True,Local Guide · 475 ulasan · 817 foto,5 bintang,Diedit 2 tahun lalu,Nyebrang ke singapore naik kapal. Harus dtg 1 jam sebelum. Kalau telat bs reschedule kena charge 30rb/org.,1,True,
Batam Centre Ferry Terminal (A),Rudi Hartono,True,Local Guide · 69 ulasan · 7 foto,2 bintang,10 tahun lalu,Lokasi yang tidak nyaman karena lokasi parkir yang sempit dan semerawut,0,False,
Batam Centre Ferry Terminal (A),Christoph Rippler,True,Local Guide · 199 ulasan · 3.464 foto,4 bintang,7 tahun lalu,"The Journey from Singapore to Batam Center is a really nice on with great views of both, Singapore and Batam north. There are practically every hour Ferries from various companies going in both directions. All of them are comparable in travel time and comfort.",1,False,
Batam Centre Ferry Terminal (A),Murih Lestari,False,3 ulasan,1 bintang,2 tahun lalu,"Pelayanan kepada tamu sungguh memalukan.
Begitulah terhinanya Indonesia di mata negara. Tamu diminta 100 ribu rupiah untuk bisa masuk imigrasi tanpa antri, padahal banyak tamu yang datang.
Mereka terpaksa melakukannya. Tapi Indonesia tidak punya harga diri. Indonesia tidak subur.
Sungguh memalukan.",0,False,
Batam Centre Ferry Terminal (A),Arir,True,Local Guide · 72 ulasan · 273 foto,5 bintang,7 tahun lalu,"Pelabuhan yang menyenangkan untuk melakukan perjalanan, Suasana yang sangat nyaman dan dingin, terdapat banyak food court walau sedikit mahal, pelayanan cepat dan ramah.  Terdapat banyak pilihan kapal sehingga tidaj perlu mengantri lama.",2,True,
Batam Centre Ferry Terminal (A),F F Kanz,True,Local Guide · 25 ulasan · 5 foto,2 bintang,3 tahun lalu,"Pelabuhannya biasa aja, bea cukai nya rampok.",0,False,
Batam Centre Ferry Terminal (A),Euglim Hp,True,Local Guide · 131 ulasan,2 bintang,3 tahun lalu,The men's toilet is smelly and dirty. Carpark is small not enough lots. Disappointed as this place is supposed to be batam international ferry terminal.,0,False,
Batam Centre Ferry Terminal (A),Tom,True,Local Guide · 249 ulasan · 183 foto,5 bintang,Diedit 8 tahun lalu,"Its connected to the mall. Quite clean, what I dont like is the ojek driver and the taxi driver outside, they over charged. And kinda hard to find online transportation here, since the local taxi/ojek driver banned the use of online transportation.",3,True,
Batam Centre Ferry Terminal (A),firman sasongko,True,Local Guide · 84 ulasan · 2.478 foto,4 bintang,4 tahun lalu,"Ferry terminal in the city bound for Singapore, Malaysia, and domestic travel",0,False,
Batam Centre Ferry Terminal (A),IOANNIS PAPADOPOULOS,True,Local Guide · 162 ulasan · 228 foto,4 bintang,sebulan lalu,The main ferry entry point to Batam island for ferries from/to Singapore. Various shops all around and easy to navigate whilst being connected via a bridge to the large shopping mall on the other side.,0,False,
Batam Centre Ferry Terminal (A),Roshan N,True,Local Guide · 102 ulasan · 51 foto,3 bintang,5 tahun lalu,"This is a Small Terminal and can't Accommodate more ppl. Service also not good. Food Option is also very less, But have many currency exchange Centers and It has a foot over bridge to Matri mall.

Immigration process is bit slow. I Visited Batam during the Weekend and Waited in the line for more than 3 hours to get the Entry stamp.",0,False,
Batam Centre Ferry Terminal (A),Murugesan Murali,True,Local Guide · 25 ulasan · 29 foto,5 bintang,Diedit 10 tahun lalu,Tempat seperti kota asal kita,1,False,
Batam Centre Ferry Terminal (A),Edi Nst,False,1 ulasan,5 bintang,9 tahun lalu,Pokok nya keren deh,0,False,
Batam Centre Ferry Terminal (A),Febri Haryanto,True,Local Guide · 43 ulasan · 31 foto,5 bintang,3 tahun lalu,Tempat pertama kali lawatan ke Malaysia,0,True,
Batam Centre Ferry Terminal (A),Ting Ying Wu (Ting Ting),False,11 ulasan · 7 foto,1 bintang,setahun lalu,"We recently had a disastrous experience at the Batam International Ferry Terminal immigration. The officers were corrupt and demanded money in exchange for processing our parents' passports. They asked unnecessary questions, including:
Why we were visiting Batam when our Singapore visa was about to expire (despite having more than 7 days left on our visa.)
For proof of a return ticket (which we provided, including ferry back to Singapore and air tickets back to our own country!)
The entire process was a sham, with multiple officers and police involved. They were all in cahoots, demanding USD$100 per person (which I ended up paying S$100 for 2 people after negotiating).
This experience was marred by corruption and extortion, and I do not recommend visiting Batam to anyone especially when entering Batam from multiple country transit. They will find any reasons for money$ and won't follow any rules!
As i am working in Singapore and holding the valid pass , so they cant ask & ask money $ for my case.",6,False,
Batam Centre Ferry Terminal (A),K H,True,Local Guide · 239 ulasan · 32 foto,2 bintang,3 tahun lalu,"Old port, even luggage retrieved manually without a rail. The port also very hot and dirty especially the ""fragrance"" in toilet. In addition, it is such sad thing that online taxi is not allowed in this area due to business competition. The positive side, this port have some stalls like a mini mall.",0,False,
Batam Centre Ferry Terminal (A),low chee kong,True,Local Guide · 4 ulasan · 2 foto,1 bintang,setahun lalu,Cancelled without notice. Waited for two and a half hours for the next ferry.,0,False,
Batam Centre Ferry Terminal (A),Prast Putra,False,,5 bintang,3 hari lalu,👍 …,0,False,
Batam Centre Ferry Terminal (A),Andy Hasten,True,Local Guide · 955 ulasan · 1.909 foto,4 bintang,setahun lalu,"Perlu banyak perbaikan dan renovasi dari segi infrastructure dan juga orang pelayan masyarakatnya.

Bisa coba lebih baik lagi untuk mengarahkan orang orang yang datang, tidak perlu teriak teriak. Untuk yang baru pertama kali kemari juga akan bingung karena papan petunjuk harus kemana dan ngapain minim banget.

Akses taxi online kudu jalan ke depan bawah jembatang penyebrangan.

Taxi dalam ke harbour bay minta 80K, taxi online 35K. Yah mending jalan dikit 30 meter hemat 45K lumayan buat ngopi kopi o buat be5.",0,True,
Batam Centre Ferry Terminal (A),MingArt Space,True,Local Guide · 468 ulasan · 683 foto,4 bintang,10 tahun lalu,Anda dapat melalui pelabuhan ini ketika ingin berakhir pekan ke Malaysia dan Singapore begitu juga sebaliknya .,0,False,
Batam Centre Ferry Terminal (A),Wee Swee Imm Selena Geraldine (SJI),False,9 ulasan · 4 foto,1 bintang,2 tahun lalu,We docked at terminal but they would not let us get off the ferry and made us wait moore than 30 minutes. Nongsa terminal is soo much better,1,False,
Batam Centre Ferry Terminal (A),Syahrul Azali,True,Local Guide · 24 ulasan · 25 foto,1 bintang,Diedit 3 tahun lalu,"The queue was very packed & the system in place wasn't the best, inclusively the waiting area was humid & warm despite the long queue there were only a few counters open",1,True,
Batam Centre Ferry Terminal (A),En Xian Lee,True,Local Guide · 42 ulasan · 5 foto,5 bintang,7 tahun lalu,Immigration was fast.,0,False,
Batam Centre Ferry Terminal (A),Eri Cahyono,True,Local Guide · 630 ulasan · 3.582 foto,4 bintang,setahun lalu,"Ferry terminal to go to Singapore. It’s my second time here after journey by Ferry from Singapore. The ticket is SGD 43 for on way, and SGD 70s (I forgot the exact amount) for return ticket (cheaper than one way ticket). This terminal has direct access to Mega Mall Batam. Some tenants ara available offering foods, snacks, gifts, or souvenirs.",0,True,
Batam Centre Ferry Terminal (A),Rahayu Rudi,False,8 ulasan,5 bintang,9 tahun lalu,Tempat pelabuhan .fasilitas oke.,0,False,
Batam Centre Ferry Terminal (A),ghibli4life,True,Local Guide · 42 ulasan · 53 foto,2 bintang,2 tahun lalu,"The place gets super messy during long weekends. I started queuing more than an hour before my ferry boarding time, and still was not able to board.

At the beginning, the crowd was managed by officers allowing passengers to board the up-riding escalator in batches. HOWEVER, they don't check the boarding time of the passengers and just let people go in. They also allowed people who just entered the terminal (to give the benefit of the doubt) who were not aware there is a snaking queue to cut the line.

A suggestion for the terminal, please check the boarding time of each passengers first and prioritize accordingly, so people can reach their ferry on time and it saves people a lot of anxiety.",6,True,
Batam Centre Ferry Terminal (A),Sachin M,True,Local Guide · 240 ulasan · 2.240 foto,4 bintang,4 tahun lalu,Happy to visit Batam after over 2 years!! Had a good lunch on reaching :D,0,True,
Batam Centre Ferry Terminal (A),Nong -,True,Local Guide · 25 ulasan · 250 foto,4 bintang,7 tahun lalu,"Bagi Yang mau ke Singapore/Malaysia bisa lewat pelabuhan ini, fasilitas cukup bagus, ada money changer, ATM, dan juga tempat makan dan jualan oleh² bagi yg ingin membeli oleh² khas Batam",1,False,
Batam Centre Ferry Terminal (A),Riski Susanto,True,Local Guide · 14 ulasan,5 bintang,9 tahun lalu,Baru prtama X,1,False,
Batam Centre Ferry Terminal (A),R Santoso,True,Local Guide · 207 ulasan · 1.215 foto,5 bintang,Diedit 3 tahun lalu,"Seaport located at Batam for ferry service to and from SingaporeI (Tanah Merah and Harbourfront port), and also Malaysia(Pasir Gudang Port)",0,True,
Batam Centre Ferry Terminal (A),Jeffrey Alman,True,Local Guide · 222 ulasan · 951 foto,4 bintang,Diedit 9 tahun lalu,Batam Centre is the nearest port to sail across Singapore from Hang Nadim airport. The pictures are taken from inside Sindo Ferry. Nice seat & very comfort.,2,True,
Batam Centre Ferry Terminal (A),Temanaso Laia,True,Local Guide · 3 ulasan · 1 foto,5 bintang,2 tahun lalu,Mantap,0,False,
Batam Centre Ferry Terminal (A),Emma Larra,True,Local Guide · 133 ulasan · 278 foto,5 bintang,3 tahun lalu,Standard seperti pelabuhan lainya yang berada dibatam👍 …,0,True,
Batam Centre Ferry Terminal (A),Win Myat Thu,True,Local Guide · 278 ulasan · 1.143 foto,4 bintang,9 tahun lalu,"It's a ferry terminal.
We came back to Singapore on Monday so not so crowded. We went to Batam through travel agent so we didn't have a headache of rushing and Q for boarding pass. If you reach here too early before your departure, you don't have to worry because there's a head over bridge at level 3 connected to the Mega mall Batam center. We spent about 1 and half hour at the mall eating and wondering around. The mall is big and many restaurants and shops inside. Better have your meals here (cheaper) rather than at Batam center. I found duty free shop didn't have much items to choose. Only flaw was that the immigration checkpoint was too small and bad aircondition. I can't imagine that during peak periods like weekends how people Q out there will have hot and smelly moment.",3,False,
Batam Centre Ferry Terminal (A),Danny Koh,True,Local Guide · 119 ulasan · 194 foto,4 bintang,7 tahun lalu,Crowd management is good and clearance is fast. 👍 …,0,False,
Batam Centre Ferry Terminal (A),Izanismsni,True,Local Guide · 29 ulasan · 18 foto,1 bintang,setahun lalu,"POSSIBLE ACT OF BRIBERY/ CORRUPTION

So last Friday (21/2/2025), three of us (mom, brother and me) was having our weekend trip to Batam.

We arrived at Batam Center Ferry Terminal at 9am local time. While lining up for passport check, I was setting up my roaming to fill up the Visa of Arrival (VOA). There, I was being called by an immigration lady to the office and both my mom’s and my phone, together with my passport was being taken by the immigration lady. Then, she told me to wait outside of her office (it was 9.30am Batam time). Roughly after 20-30 minutes, she went of of her office room to attend another offencer, but when she saw me, she asked me “kamu ngapain disini?” twice because I was super clueless. Then I told her that my phone and passport was taken by her. She then rudely told me “ha tahu pun kamu, kamu tahu nggak apa salahmu?” I replied, “aku tadi lagi setting my roaming service to fill my VOA”. Then, she told me that roaming can be done after immigration outside. I then just remained silent and nod softly. She then went back into her room and ghosted me for not sure how many hours. While waiting for her action, I was just sat on the chair, not provoking nor asking for a release because I believe she just did her job. Then, there was a man sat right to me asking what happened. I told him that my passport and phones were taken by the officer. He then softly told me that he can offer help. Me being suspicious with the offer (I can sense that his help came with a tipping/side money, I replied him “nggak papa. Aku tunggu aja”). This man then left me and went for another offender (not directly but periodically he will come into the room).

Bear in mind that throughout my wait, there were many offender after me that being released in less than 10 minutes waiting (one of them directly was with the guy who offered me help).

Fast forward, I was being held in the waiting area, from 9am until 1.30pm. When I was about to be released, the lady officer told me to not use phone anymore while waiting for the immigration check. Me being frustrated being held that long without phone and passport, replied her with a single word, “maybe”. She got furious and proceed to reject my entry. I told her that “that’s okay. Just send me back to Malaysia cause I was mentally and physically drained from the wait”.

While waiting for my return ferry, she came to me asking me to call my family. Apparently, when my ferry PIC informed my mom that I will be sent home for “rude” behaviour, my mum was asking the lady officer’s name from the ferry PIC, and wanted to report her for wrong accussation. I was being accused for playing my phone despite being warned twice by the other officer (in which, I was not being warned at all for the offense (if any). She then cleared my entry after hearing that my mom wanted to report her for possible act of corruption and misaccusation (because at 11.30am Batam time, my mom went into the waiting area to see me, and I told her that there was one local guy offered me for help). The last picture was the guy who offered me help, having a conversation with the lady officer.

This posting was not to accuse the officer for act of corruption, but for the visitor to be more aware of this frequent incidences of “random check/using phone while in immigration” offense. Also, for the public authority to investigate the presence of the guy offering me help in the Batam Center Ferry Immigration office. Why were he in the office most of the time. Also to Ms Cia, you owed me my 4 hours time waiting like a stupid guy, and you don’t deserve my respect.",7,True,
Batam Centre Ferry Terminal (A),jenilda melyana,True,Local Guide · 202 ulasan · 637 foto,4 bintang,7 tahun lalu,"It's main port out of 4 ferry terminals in Batam. Other three are in Harbour Bay, Sekupang and Nongsa. Batam Centre port has most ferry schedule to either Singapore or Malaysia by various ferry providers with similar price range (only slight difference). It's incorporated to Mega Mall by overpass bridge which is good. Yet, parking spot is very limited. Need to come early to grab a spot. Paid less than IDR10k for one day as per my experience.",1,False,
Batam Centre Ferry Terminal (A),Joey KETHA,True,Local Guide · 23 ulasan · 8 foto,1 bintang,5 bulan lalu,"CORRUPT IMMIGRATION OFFICERS AT THIS FERRY TERMINAL IMMIGRATION

On 21 February, my family and I made a plan to visit Batam, Indonesia. The Chinese New Year holiday had just passed, and we wanted a short, peaceful getaway—two days of rest and sightseeing before my mother returns to the Philippines. It was meant to be simple family time.

We are Philippine passport holders - husband, myself and my daughter have valid SG long term pass. Indonesians grant 30-day visa-free entry for Philippine passport holders. We had return tickets within the allowed period. We had hotel bookings. Everything was straightforward.

But the moment we reached immigration in Batam on 21 Feb 2026, 1030AM Indonesian time, things changed.

We were suddenly held back and questioned. The officers accused us of traveling to Batam “only to extend my mom’s visa in Singapore.” This accusation shocked us. Why would Indonesian immigration be concerned about Singapore’s ICA policies? We were entering Indonesia legally under Indonesia’s visa-free scheme. We were not overstaying anywhere. We were not violating any Indonesian law.

Despite explaining that this was a short 2-day leisure trip, we were escorted into an office for further “interrogation.”

The room was poorly lit and tense. There were other tourists inside as well, including an Indian passport holder who also appeared distressed. The atmosphere felt intimidating. Questions were repeated. The tone was accusatory, as if we had already done something wrong.

Then the officer’s tone changed.
He told us we had “two options”:
1. Change my mother’s flight and book her a ticket back to the Philippines on a date they wanted.
2. Pay SGD 150 as a “penalty” for “transiting” in Batam.

Penalty for what violation? There was no clear explanation. No written notice. No official receipt mentioned upfront. No formal charge. Just two “options.”

Why should Indonesian immigration dictate when my mother flies back to the Philippines? Why was there a “penalty” when we were within Indonesia’s visa-free entry rules?

At that moment, fear took over. We were in a foreign immigration office. We saw how the officer spoke to other tourists. We did not know what could happen next—would they deny entry? Cancel our passports? Blacklist us? Create further complications for our travel?

Feeling intimidated and powerless, and wanting to avoid further trouble, we agreed to pay the money.

What was supposed to be a relaxing family trip turned into a deeply stressful and unsettling experience. It leaves travelers questioning:
1. Are short leisure trips now suspicious?
2. Is visiting Batam after staying in Singapore automatically treated as wrongdoing?
3. Why are tourists pressured with vague “penalties” without clear written violations?

Experiences like this damage trust. Tourism thrives on safety, fairness, and transparency. When travelers feel intimidated or pressured without clear legal basis, it creates fear—not confidence.

We came for rest and sightseeing. We left with disappointment.

This will likely be our last visit to Batam.

To fellow travelers: always keep your documents complete, know your visa rules, and stay calm—but also be aware of your rights. No holiday should begin with fear.",1,False,
Batam Centre Ferry Terminal (A),Batam Komunika Konsultan,True,Local Guide · 179 ulasan · 5.256 foto,4 bintang,6 tahun lalu,Bagus dan strategis. Perlu diperbagus dan direhab tempat parkir bertingkat biar bisa menampung lebih banyak... #salamjepretmaspurbatam,0,False,
Batam Centre Ferry Terminal (A),ROMIATI,False,5 ulasan,1 bintang,5 tahun lalu,"Trminal nya bgus,,,tapi ptugas nya songong songong,,udah macam paling kuat di indonesia,,tata bicara petugas kasar,,tlong di perhatikan",1,False,
Batam Centre Ferry Terminal (A),Alex Ng,True,Local Guide · 220 ulasan · 655 foto,5 bintang,3 minggu lalu,"Batam Centre Ferry Terminal
Good if you are taking Majestic Fast Ferry",0,False,
Batam Centre Ferry Terminal (A),Eddy Ng,True,Local Guide · 383 ulasan · 991 foto,5 bintang,4 tahun lalu,Perfect 👍👏👍 …,0,False,
Batam Centre Ferry Terminal (A),Goh CS,True,Local Guide · 459 ulasan · 1.574 foto,4 bintang,6 tahun lalu,Small have most basic need for traver people. Can find a nice coffee. Not too bad.  All the staff there is friendly.,0,True,
Batam Centre Ferry Terminal (A),Hiếu Trần Trung,True,Local Guide · 606 ulasan · 1.321 foto,5 bintang,6 tahun lalu,Harap diingat untuk mengambil bagasi Anda sendiri di kereta.,0,True,
Batam Centre Ferry Terminal (A),Agus Rivai,True,Local Guide · 494 ulasan · 1.682 foto,4 bintang,2 tahun lalu,Still need improvement,0,False,
Batam Centre Ferry Terminal (A),pou yang gan,False,6 ulasan,1 bintang,8 tahun lalu,Extremely bad service and system.,0,False,
Batam Centre Ferry Terminal (A),Abdullah Al-dukhayel,True,Local Guide · 432 ulasan · 1.421 foto,5 bintang,2 tahun lalu,It was nice and simple,0,False,
Batam Centre Ferry Terminal (A),Fazal Khan,True,Local Guide · 91 ulasan · 285 foto,4 bintang,3 tahun lalu,Very good experience 💞 …,0,False,
Batam Centre Ferry Terminal (A),Marcus Goh,True,Local Guide · 1.571 ulasan · 10.929 foto,4 bintang,Diedit 7 tahun lalu,"Busy terminal for ferry to Singapore and Malaysia. Immigration does a good job in fast and orderly clearance through both entry and exit from Batam through this point. WiFi and toilets available within building before and after immigration. Smoking room and nursing room available after immigration near female toilet with a muslim prayer room beside male toilet. Few restaurants around to provide food, and few shops around to do last minute clothes, food shopping or souvenirs. There is a sheltered point and counter for those taking taxis at the big car park. There is also a sheltered bridge to nearby big megamall with more shops, food and a hypermart. Taxi readily available at entrance of building through a taxi counter.",0,True,
Batam Centre Ferry Terminal (A),Agus Eko JB,True,Local Guide · 681 ulasan · 2.471 foto,4 bintang,4 tahun lalu,Transit ke Singapore 👍 …,1,False,
Batam Centre Ferry Terminal (A),Ardya Ardya,True,Local Guide · 461 ulasan · 5.456 foto,5 bintang,9 tahun lalu,Bagus. Modern,0,True,
Batam Centre Ferry Terminal (A),Swn Eta,True,Local Guide · 171 ulasan · 80 foto,3 bintang,8 tahun lalu,Bagus koq..,1,False,
Batam Centre Ferry Terminal (A),mastriyah triyah,False,8 ulasan,5 bintang,3 bulan lalu,Bagus,0,False,
Batam Centre Ferry Terminal (A),Naomi Chrysantia,True,Local Guide · 671 ulasan · 2.471 foto,3 bintang,9 tahun lalu,Busy crowded comfy place to cross to Singapore using ferry.,0,False,
Batam Centre Ferry Terminal (A),Irfan Kurniawan Danuwidjaja,True,Local Guide · 74 ulasan · 119 foto,4 bintang,10 tahun lalu,"After the renovation, the place have become neater and cleaner
One of it's drawback is the parking lot, it's too small, need to build new one",0,False,
Batam Centre Ferry Terminal (A),Muhammad Ridhaus Sholihin,True,Local Guide · 120 ulasan · 131 foto,3 bintang,Diedit 10 tahun lalu,Would be better if the immigration side has more counters. Limited shops available around. Mostly food,0,False,
Batam Centre Ferry Terminal (A),YushaSan,True,Local Guide · 403 ulasan · 261 foto,5 bintang,4 bulan lalu,"There are plenty of facilities, and many convenience stores available, including Guardian and others. There are also food outlets. However, the taxi staff weren’t very friendly, so we decided to use Grab instead.",0,True,
Batam Centre Ferry Terminal (A),Oyung Yung,False,1 ulasan,5 bintang,10 tahun lalu,Tempatnya seru,0,False,
Batam Centre Ferry Terminal (A),黄龙强Ng Leong Keong,True,Local Guide · 66 ulasan · 105 foto,3 bintang,9 tahun lalu,"Small place with a few shops and eateries in public area, the nearest big place to browse is Mega Mall opens from late morning.",0,False,
Batam Centre Ferry Terminal (A),Taufik Hidayat,True,Local Guide · 112 ulasan · 246 foto,5 bintang,8 tahun lalu,Central terminal ada ferry di setiap satu jam,1,False,
Batam Centre Ferry Terminal (A),L L,True,Local Guide · 27 ulasan · 56 foto,1 bintang,6 tahun lalu,"Be careful of the taxi mafia. They are violent and dangerous. If you refuse them, they might follow you and stalk you and harass you because they hate grab and gojek and want to make sure you are not trying to sneak off and use them. They will also block all blue bird taxis and silver bird taxis and make them feel threatened. Be careful!",2,False,
Batam Centre Ferry Terminal (A),Nova Saputra,True,Local Guide · 504 ulasan · 2.521 foto,5 bintang,8 tahun lalu,tempatnya Nyaman,1,True,
Batam Centre Ferry Terminal (A),rony wibowo,False,4 ulasan · 10 foto,5 bintang,4 tahun lalu,Batam Gateway,0,False,
Batam Centre Ferry Terminal (A),Randi Septino,True,Local Guide · 123 ulasan · 792 foto,5 bintang,setahun lalu,Pelabuhan nya bagus dan dekat dalam kota,0,True,
Batam Centre Ferry Terminal (A),TeeHa,True,Local Guide · 56 ulasan · 42 foto,1 bintang,6 tahun lalu,"Immigration queue was very long and we had to wait for 1 and a half hour before clearance. Immigration officers are corrupted and ask for $10per person for faster clearance. Secondly, grab and gojek are not allowed here and the taxi counters in the centre will overcharge by 5times than that shown in grab. If you walk out, taxi drivers will come after you. They will insist that you take their taxi. What you can do is check price on grab and negotiate with the taxi drivers. Chances are you will pay more. You can still take grab but driver will ask you to walk some distance away from the area. Grab drivers are also afraid of taxi mafias who beat them if they pick up passengers from malls,ferry terminals, other tourist areas.",1,False,
Batam Centre Ferry Terminal (A),Sean Miller,True,Local Guide · 668 ulasan · 2.136 foto,5 bintang,6 tahun lalu,"Arrived here at around 9am on a Sunday morning and left that night at around 7pm, and both times everything was surprisingly fast & efficient, including ticketing, check-in, and immigration. There are clean bathrooms in the waiting area.",0,False,
Batam Centre Ferry Terminal (A),Sam Lowry,True,Local Guide · 101 ulasan · 1.733 foto,4 bintang,8 tahun lalu,Taxis cost twice as much as Ubers but Ubers not allowed to enter. About US$6-10 per trip max,0,False,
Batam Centre Ferry Terminal (A),MUHAMAD IRWAN MUSTAFAH,True,Local Guide · 174 ulasan · 286 foto,2 bintang,2 bulan lalu,The place is way too small and dis organized. The roads are too crowded and narrow. Actually it is a big mess.,0,True,
Batam Centre Ferry Terminal (A),Naufal H,True,Local Guide · 101 ulasan · 605 foto,4 bintang,3 tahun lalu,Sometimes the ferry will close 15 mins before departure so need to go in at least 30-40 mins as the queue can be long. Otherwise quick check in.,0,True,
Batam Centre Ferry Terminal (A),Rajitha Wijenayake,True,Local Guide · 233 ulasan · 2.375 foto,4 bintang,Diedit 7 tahun lalu,Nice place,0,True,
Batam Centre Ferry Terminal (A),Ho Suwandy,True,Local Guide · 296 ulasan · 341 foto,4 bintang,4 tahun lalu,"Come againnn 😍, agak kotor aja sekarang …",0,True,
Batam Centre Ferry Terminal (A),Layla Omar,True,Local Guide · 16 ulasan · 17 foto,1 bintang,11 bulan lalu,"Jadi trolly disini bukan untuk fasilitas umum ya, tapi untuk porter, mean harus bayar?! Gak ngerti sih kenapa agak aneh?!",0,True,
Batam Centre Ferry Terminal (A),Dan Summer,True,Local Guide · 452 ulasan · 8.362 foto,5 bintang,3 tahun lalu,"Modern facilities that is very conducive as ferry terminal centre for international route.  Very clean, safe building with information related to international travelling are abound. Information counter, baggage handling counter, ticketing counter are available within this complex.",1,False,
Batam Centre Ferry Terminal (A),Rabbil AR,True,Local Guide · 28 ulasan,3 bintang,3 tahun lalu,So small terminal,0,False,
Batam Centre Ferry Terminal (A),TA,False,9 ulasan · 2 foto,1 bintang,setahun lalu,"Nothing screams “welcoming service” by the Immigration officers like confusion, impatience, and vague instructions. I’m sure they’ve already mastered the art of making people feel completely LOST. Training would only ruin their flawless system!",1,False,
Batam Centre Ferry Terminal (A),Channel YouTube LAMBE MUNCIS,True,Local Guide · 2.186 ulasan · 4.554 foto,5 bintang,8 tahun lalu,Pelabuhan yang terhubung langsung dengan Mega Mall.,1,True,
Batam Centre Ferry Terminal (A),kaka lucky21,True,Local Guide · 135 ulasan · 456 foto,5 bintang,8 tahun lalu,TErminal Feery ke singapore,1,True,
Batam Centre Ferry Terminal (A),Viedy Fachruddin,False,1 ulasan,4 bintang,8 tahun lalu,Tidak enak naik pesawat terbang takut jatuh ke bwah,0,False,
Batam Centre Ferry Terminal (A),Mata Pribadi,True,Local Guide · 20 ulasan · 25 foto,5 bintang,7 tahun lalu,Terasa kayak diluar negri,2,True,
Batam Centre Ferry Terminal (A),Fuada Khakim,True,Local Guide · 17 ulasan · 87 foto,4 bintang,8 tahun lalu,Wokeyy,1,False,
Batam Centre Ferry Terminal (A),Vijai Madhavakkannan,True,Local Guide · 45 ulasan · 10 foto,1 bintang,6 tahun lalu,"Batam Centre Immigration is corrupt to the core! They will detain you for no reason and verbally harass & abuse you with wild accusations so they can fleece you for a hefty bribe. I was forced to pay SGD 150 and my friend was made to pay SGD 200. Despite our documents all being in order, they refused to let us into Indonesia or send us back to Singapore until we paid what they wanted. I had nightmares for days due to this horrible experience. Never coming back to Indonesia again.

Feel free to Google ""Batam Centre Immigration Experience"" if you need more horror stories of unwarranted detainment, harassment and bribery. Mine was not an isolated incident.",6,False,
Batam Centre Ferry Terminal (A),Dani Wardani,True,Local Guide · 34 ulasan · 61 foto,5 bintang,3 tahun lalu,Mantul,0,True,
Batam Centre Ferry Terminal (A),Rusli Dani,True,Local Guide · 35 ulasan · 28 foto,4 bintang,3 tahun lalu,Cukup bersih.dan nyaman,0,False,
Batam Centre Ferry Terminal (A),Ken D.,True,Local Guide · 128 ulasan · 708 foto,2 bintang,9 tahun lalu,too shame that monitor on the ferry terminal for ads no information of departure or other information. speaker for announcement too loud and unclear. service attitude are bad.,2,False,
